,index,total,discharge_count,expire_count,discharge_pp,expired_pp
10405,ha dizziness,1,1.0,0.0,1.0,0.0
10406,? aortic disection,1,1.0,0.0,1.0,0.0
10407,portacath infection,1,1.0,0.0,1.0,0.0
10408,fever s/p dissection and avr,1,1.0,0.0,1.0,0.0
10409,hypotensive-transfer,1,1.0,0.0,1.0,0.0
10410,found altered,1,1.0,0.0,1.0,0.0
10411,spots  l  eye,1,1.0,0.0,1.0,0.0
10412,anxiety attack,1,1.0,0.0,1.0,0.0
10413,fever/rash/low plt,1,1.0,0.0,1.0,0.0
10414,lung mass hemoptysis,1,1.0,0.0,1.0,0.0
10415,___/needs eval,1,1.0,0.0,1.0,0.0
10416,leg weakness/difficultly to ambulate,1,1.0,0.0,1.0,0.0
10417,left finger/hand infection,1,1.0,0.0,1.0,0.0
10418,"fever,lethargy,sob",1,1.0,0.0,1.0,0.0
10419,intubuated,1,1.0,0.0,1.0,0.0
10420,surgical wound opening,1,1.0,0.0,1.0,0.0
10421,right leg redness swelling,1,1.0,0.0,1.0,0.0
10422,""" pulling sensation "" in head",1,1.0,0.0,1.0,0.0
10423,hematoma- spleen,1,1.0,0.0,1.0,0.0
10424,r hand infx,1,1.0,0.0,1.0,0.0
10425,r/p kidney rejection,1,1.0,0.0,1.0,0.0
10426,+dvt l leg,1,1.0,0.0,1.0,0.0
10427,mult syncopal episodes,1,1.0,0.0,1.0,0.0
10428,"back ,neck pain",1,1.0,0.0,1.0,0.0
10429,gsw to head,1,1.0,0.0,1.0,0.0
10430,epilepsy,1,1.0,0.0,1.0,0.0
10431,j tube fell out,1,1.0,0.0,1.0,0.0
10432,hypokalemia/increased amonia levels,1,1.0,0.0,1.0,0.0
10433,lll infiltrate,1,1.0,0.0,1.0,0.0
10434,spine consult,1,1.0,0.0,1.0,0.0
10435,toe amp,1,1.0,0.0,1.0,0.0
10436,right toe eval,1,1.0,0.0,1.0,0.0
10437,dizziness and leg weakness,1,1.0,0.0,1.0,0.0
10438,n/v increased abdominal girth,1,1.0,0.0,1.0,0.0
10439,abnormal test,1,1.0,0.0,1.0,0.0
10440,s/p pedestrian struck,1,1.0,0.0,1.0,0.0
10441,l hip abscess,1,1.0,0.0,1.0,0.0
10442,abd eval,1,1.0,0.0,1.0,0.0
10443,t9 mass,1,1.0,0.0,1.0,0.0
10444,l mca stroke,1,1.0,0.0,1.0,0.0
10445,bil arm redness/swelling,1,1.0,0.0,1.0,0.0
10446,right facial droop/dysarthria,1,1.0,0.0,1.0,0.0
10447,nausea/low sat,1,1.0,0.0,1.0,0.0
10448,left sided hemiparesis,1,1.0,0.0,1.0,0.0
10449,s/p chi,1,1.0,0.0,1.0,0.0
10450,bleeding from surgical wound,1,1.0,0.0,1.0,0.0
10451,needs med refill,1,1.0,0.0,1.0,0.0
10452,r knee pain/wound,1,1.0,0.0,1.0,0.0
10453,bilateral extremity tingling,1,1.0,0.0,1.0,0.0
10454,surgical consult,1,1.0,0.0,1.0,0.0
10455,wound infection right axilla,1,1.0,0.0,1.0,0.0
10456,unrestrained mvc,1,1.0,0.0,1.0,0.0
10457,rigors ,1,1.0,0.0,1.0,0.0
10458,post chemo fever/weakness/st,1,1.0,0.0,1.0,0.0
10459,mental status changes; respiratory failure,1,1.0,0.0,1.0,0.0
10460,partial amp l middle finger,1,1.0,0.0,1.0,0.0
10461,cns lesion,1,1.0,0.0,1.0,0.0
10462,penis cellulitis,1,1.0,0.0,1.0,0.0
10463,post/op,1,1.0,0.0,1.0,0.0
10464,3 week change in mental status,1,1.0,0.0,1.0,0.0
10465,left sided facial numbness,1,1.0,0.0,1.0,0.0
10466,pneumonediastimum,1,1.0,0.0,1.0,0.0
10467,tingling,1,1.0,0.0,1.0,0.0
10468,generalized shaking,1,1.0,0.0,1.0,0.0
10469,right eye visual changes,1,1.0,0.0,1.0,0.0
10470,now resolved,1,1.0,0.0,1.0,0.0
10471,coffee grounds in g tube,1,1.0,0.0,1.0,0.0
10472,kidney stone/elevated creatinine,1,1.0,0.0,1.0,0.0
10473,l axilla pain,1,1.0,0.0,1.0,0.0
10474,abd pain assoc w/ n/v,1,1.0,0.0,1.0,0.0
10475,hematemesis/aicd fire,1,1.0,0.0,1.0,0.0
10476,n/v/dehydration,1,1.0,0.0,1.0,0.0
10477,fev,1,1.0,0.0,1.0,0.0
10478,slurred speech/weakness r side,1,1.0,0.0,1.0,0.0
10479,right lumbar pain,1,1.0,0.0,1.0,0.0
10480,?labor ,1,1.0,0.0,1.0,0.0
10481,hanging attempt,1,1.0,0.0,1.0,0.0
10482,seizure/sah/sdh,1,1.0,0.0,1.0,0.0
10483,feels manic,1,1.0,0.0,1.0,0.0
10484,right leg/knee pain,1,1.0,0.0,1.0,0.0
10485,displaced radial head fx,1,1.0,0.0,1.0,0.0
10486,word find deficit,1,1.0,0.0,1.0,0.0
10487,r arm infx,1,1.0,0.0,1.0,0.0
10488,cp/palpatations,1,1.0,0.0,1.0,0.0
10489,left facial numbness/slurred speech,1,1.0,0.0,1.0,0.0
10490,nuero,1,1.0,0.0,1.0,0.0
10491,back pain and dizziness,1,1.0,0.0,1.0,0.0
10492,numbness/tightness left foot,1,1.0,0.0,1.0,0.0
10493,blocked colostomy,1,1.0,0.0,1.0,0.0
10494,s/p dizziness,1,1.0,0.0,1.0,0.0
10495,aphasia/r  sided  weakness,1,1.0,0.0,1.0,0.0
10496,fibromyalgia ,1,1.0,0.0,1.0,0.0
10497,needs peritoneal dialysis,1,1.0,0.0,1.0,0.0
10498,"fever,picc line",1,1.0,0.0,1.0,0.0
10499,l  leg pain,1,1.0,0.0,1.0,0.0
10500,infected bug bite,1,1.0,0.0,1.0,0.0
10501,s/p r foot surgery,1,1.0,0.0,1.0,0.0
10502,combative/dementia,1,1.0,0.0,1.0,0.0
10503,r/o leaking aaa,1,1.0,0.0,1.0,0.0
10504,rlq pain / flank pain,1,1.0,0.0,1.0,0.0
10505,bil p.e's,1,1.0,0.0,1.0,0.0
10506,right shoulder/flank pain,1,1.0,0.0,1.0,0.0
10507,abdominal pain/lethargy,1,1.0,0.0,1.0,0.0
10508,ha/ s/p skull fx,1,1.0,0.0,1.0,0.0
10509,right sided weakness/aphasia,1,1.0,0.0,1.0,0.0
10510,alert mental status,1,1.0,0.0,1.0,0.0
10511,doe/ekg changes,1,1.0,0.0,1.0,0.0
10512,uti/fevers,1,1.0,0.0,1.0,0.0
10513,?hi,1,1.0,0.0,1.0,0.0
10514,pain s/p biopsy,1,1.0,0.0,1.0,0.0
10515,hand eval/finger avulsion,1,1.0,0.0,1.0,0.0
10516,unwitnessed fall/elevated trop,1,1.0,0.0,1.0,0.0
10517,elevated creat.,1,1.0,0.0,1.0,0.0
10518,"weakness,fever",1,1.0,0.0,1.0,0.0
10519,diabetic ketoacidosis,1,1.0,0.0,1.0,0.0
10520,palpitations and nausea,1,1.0,0.0,1.0,0.0
10521,etoh/combative,1,1.0,0.0,1.0,0.0
10522,"vag,rectal bleeding",1,1.0,0.0,1.0,0.0
10523,uti/weakness,1,1.0,0.0,1.0,0.0
10524,r arm infection,1,1.0,0.0,1.0,0.0
10525,pain around fistula,1,1.0,0.0,1.0,0.0
10526,fever /cough,1,1.0,0.0,1.0,0.0
10527,s/p fall - unstable gait,1,1.0,0.0,1.0,0.0
10528,fx of distal femur,1,1.0,0.0,1.0,0.0
10529,c1 fx-___ pt,1,1.0,0.0,1.0,0.0
10530,leg crush injury,1,1.0,0.0,1.0,0.0
10531,? seizure like activity,1,1.0,0.0,1.0,0.0
10532,vomiting/liver failure,1,1.0,0.0,1.0,0.0
10533,l le swelling,1,1.0,0.0,1.0,0.0
10534,ekg changes/weak,1,1.0,0.0,1.0,0.0
10535,intubated pneumonia,1,1.0,0.0,1.0,0.0
10536,left breast abscess,1,1.0,0.0,1.0,0.0
10537,left hip fx s/p  fall,1,1.0,0.0,1.0,0.0
10538,s/p rigors,1,1.0,0.0,1.0,0.0
10539,large hernia/abd pain,1,1.0,0.0,1.0,0.0
10540,free air to neck,1,1.0,0.0,1.0,0.0
10541,pale/chills,1,1.0,0.0,1.0,0.0
10542,elevated inr/ weakness,1,1.0,0.0,1.0,0.0
10543,bile leak/ perf tx,1,1.0,0.0,1.0,0.0
10544,edema erythemic arm,1,1.0,0.0,1.0,0.0
10545,al,1,1.0,0.0,1.0,0.0
10546,requesting readmission,1,1.0,0.0,1.0,0.0
10547,head pulsing,1,1.0,0.0,1.0,0.0
10548,spontaneous ich,1,1.0,0.0,1.0,0.0
10549,abd pain/post op,1,1.0,0.0,1.0,0.0
10550,eval sbo,1,1.0,0.0,1.0,0.0
10551,worsening pulm edema,1,1.0,0.0,1.0,0.0
10552,aortic  occlusion,1,1.0,0.0,1.0,0.0
10553,mumps exposure,1,1.0,0.0,1.0,0.0
10554,abd pain /lethargic,1,1.0,0.0,1.0,0.0
10555,left arm flacid,1,1.0,0.0,1.0,0.0
10556,l artm injury,1,1.0,0.0,1.0,0.0
10557,hypotension lethargy,1,1.0,0.0,1.0,0.0
10558,throat/tongue swelling,1,1.0,0.0,1.0,0.0
10559,right leg redness/swelling,1,1.0,0.0,1.0,0.0
10560,h/a /weakness,1,1.0,0.0,1.0,0.0
10561,n/v/weak,1,1.0,0.0,1.0,0.0
10562,suicide attempt o.d.,1,1.0,0.0,1.0,0.0
10563,?chest pain,1,1.0,0.0,1.0,0.0
10564,dyspnea/body aches,1,1.0,0.0,1.0,0.0
10565,lethargy s/p fall,1,1.0,0.0,1.0,0.0
10566,urinary frequency and thirst,1,1.0,0.0,1.0,0.0
10567,rapid pules,1,1.0,0.0,1.0,0.0
10568,increased pain,1,1.0,0.0,1.0,0.0
10569,increased edema,1,1.0,0.0,1.0,0.0
10570,pos trop,1,1.0,0.0,1.0,0.0
10571,incarcerated inguinal hernia,1,1.0,0.0,1.0,0.0
10572,calf infection,1,1.0,0.0,1.0,0.0
10573,right arm/leg movements,1,1.0,0.0,1.0,0.0
10574,fx pelvis,1,1.0,0.0,1.0,0.0
10575,med clearance for anorexia,1,1.0,0.0,1.0,0.0
10576,lower back pain and diff walking,1,1.0,0.0,1.0,0.0
10577,infection around catheter,1,1.0,0.0,1.0,0.0
10578,r sided deficit,1,1.0,0.0,1.0,0.0
10579,fever following stent removal,1,1.0,0.0,1.0,0.0
10580,diahrrea/rectal bleeding,1,1.0,0.0,1.0,0.0
10581,ileostomy blocked,1,1.0,0.0,1.0,0.0
10582,l flank pain/abd pain,1,1.0,0.0,1.0,0.0
10583,etoh withdrawal ,1,1.0,0.0,1.0,0.0
10584,l arm infection,1,1.0,0.0,1.0,0.0
10585,bladder pressure,1,1.0,0.0,1.0,0.0
10586,left wrist redness,1,1.0,0.0,1.0,0.0
10587,ms changes/sob,1,1.0,0.0,1.0,0.0
10588,high ketones,1,1.0,0.0,1.0,0.0
10589,bleeding fistula site,1,1.0,0.0,1.0,0.0
10590,back/buttock pain,1,1.0,0.0,1.0,0.0
10591,agitated/ ___,1,1.0,0.0,1.0,0.0
10592,perirectal pain,1,1.0,0.0,1.0,0.0
10593,lightheaded/dizziness,1,1.0,0.0,1.0,0.0
10594,sent for testing,1,1.0,0.0,1.0,0.0
10595,altered mental status/med reaction,1,1.0,0.0,1.0,0.0
10596,facial cellulitis ,1,1.0,0.0,1.0,0.0
10597,lightheaded/palpatations,1,1.0,0.0,1.0,0.0
10598,n/v pain,1,1.0,0.0,1.0,0.0
10599,inability to care for self,1,1.0,0.0,1.0,0.0
10600,fall/dizzy,1,1.0,0.0,1.0,0.0
10601,cva s/p tpa,1,1.0,0.0,1.0,0.0
10602,cholescystostomy drain evaluation,1,1.0,0.0,1.0,0.0
10603,call back for admission,1,1.0,0.0,1.0,0.0
10604,mental status changes ?uti,1,1.0,0.0,1.0,0.0
10605,l hip hematoma,1,1.0,0.0,1.0,0.0
10606,? urosepsis,1,1.0,0.0,1.0,0.0
10607,?pmeumonia,1,1.0,0.0,1.0,0.0
10608,left leg reddness/swelling,1,1.0,0.0,1.0,0.0
10609,heel pain,1,1.0,0.0,1.0,0.0
10610,h/a syncope ,1,1.0,0.0,1.0,0.0
10611,intub head bleed,1,1.0,0.0,1.0,0.0
10612,concern for infection,1,1.0,0.0,1.0,0.0
10613,weakness/unsteady gait,1,1.0,0.0,1.0,0.0
10614,throat pain nausea,1,1.0,0.0,1.0,0.0
10615,fever 101.2,1,1.0,0.0,1.0,0.0
10616,r leg injury s/p mech fall,1,1.0,0.0,1.0,0.0
10617,orthostatic vs/tachy,1,1.0,0.0,1.0,0.0
10618,syncopal event,1,1.0,0.0,1.0,0.0
10619,+ ectopic preg/abd pain,1,1.0,0.0,1.0,0.0
10620,dizzy & fall,1,1.0,0.0,1.0,0.0
10621,infected hip replacement ,1,1.0,0.0,1.0,0.0
10622,fevers and ruq pain,1,1.0,0.0,1.0,0.0
10623,multiple bowel movements,1,1.0,0.0,1.0,0.0
10624,fever/abd,1,1.0,0.0,1.0,0.0
10625,left ankle wound/redness,1,1.0,0.0,1.0,0.0
10626,l1 compression fx ? pathologic,1,1.0,0.0,1.0,0.0
10627,s/p 15 ft fall,1,1.0,0.0,1.0,0.0
10628,vomiting/chills,1,1.0,0.0,1.0,0.0
10629,left humerus fx,1,1.0,0.0,1.0,0.0
10630,abnormal kidney function,1,1.0,0.0,1.0,0.0
10631,ileostomy bleeding,1,1.0,0.0,1.0,0.0
10632,leg pain/fx,1,1.0,0.0,1.0,0.0
10633,+ trop.,1,1.0,0.0,1.0,0.0
10634,dialysis catheter out,1,1.0,0.0,1.0,0.0
10635,lost use of arm,1,1.0,0.0,1.0,0.0
10636,weak /incisional pain/cp ,1,1.0,0.0,1.0,0.0
10637,neuro meds need adjusting,1,1.0,0.0,1.0,0.0
10638,ileus,1,1.0,0.0,1.0,0.0
10639,roll over ,1,1.0,0.0,1.0,0.0
10640,l lip cellulitis,1,1.0,0.0,1.0,0.0
10641,fall  rib pain,1,1.0,0.0,1.0,0.0
10642,back pain/nausea,1,1.0,0.0,1.0,0.0
10643,s/p fall-left humerus fx,1,1.0,0.0,1.0,0.0
10644,slurred speech ,1,1.0,0.0,1.0,0.0
10645,l hand/foot numbness,1,1.0,0.0,1.0,0.0
10646,motorcycle struck,1,1.0,0.0,1.0,0.0
10647,coffee ground emisis,1,1.0,0.0,1.0,0.0
10648,r/o infected portacath,1,1.0,0.0,1.0,0.0
10649,low  abd pain/preg,1,1.0,0.0,1.0,0.0
10650, right femur fracture,1,1.0,0.0,1.0,0.0
10651,sob hypotension,1,1.0,0.0,1.0,0.0
10652,left facial droop and ext weakness,1,1.0,0.0,1.0,0.0
10653,pneumonia/elev wbc,1,1.0,0.0,1.0,0.0
10654,? psych eval,1,1.0,0.0,1.0,0.0
10655,call back abd mass,1,1.0,0.0,1.0,0.0
10656,urinary retention/renal failure,1,1.0,0.0,1.0,0.0
10657,low extremity pain,1,1.0,0.0,1.0,0.0
10658,osh,1,1.0,0.0,1.0,0.0
10659,elevated lft's/fever,1,1.0,0.0,1.0,0.0
10660,leg pain  low sat,1,1.0,0.0,1.0,0.0
10661,lower ext problem,1,1.0,0.0,1.0,0.0
10662,neuro deficets,1,1.0,0.0,1.0,0.0
10663,discoloration  hyperglycemia,1,1.0,0.0,1.0,0.0
10664,room spinning/ms,1,1.0,0.0,1.0,0.0
10665,?abd cyst,1,1.0,0.0,1.0,0.0
10666,abnormal iron level,1,1.0,0.0,1.0,0.0
10667,jp pain,1,1.0,0.0,1.0,0.0
10668,s/o stemi,1,1.0,0.0,1.0,0.0
10669,? left leg infection,1,1.0,0.0,1.0,0.0
10670,bilat le dvt,1,1.0,0.0,1.0,0.0
10671,numb and burning hands,1,1.0,0.0,1.0,0.0
10672,"""blood infection""",1,1.0,0.0,1.0,0.0
10673,drooping to the l,1,1.0,0.0,1.0,0.0
10674,cold rle,1,1.0,0.0,1.0,0.0
10675,urinary  incontinence,1,1.0,0.0,1.0,0.0
10676,s/p fall with t1 fx,1,1.0,0.0,1.0,0.0
10677,abnormal chest ct,1,1.0,0.0,1.0,0.0
10678,ble edema/pain,1,1.0,0.0,1.0,0.0
10679,ams ,1,1.0,0.0,1.0,0.0
10680,cold symptoms/back pain,1,1.0,0.0,1.0,0.0
10681,abnl mr,1,1.0,0.0,1.0,0.0
10682,headache/abnormal mri,1,1.0,0.0,1.0,0.0
10683,r foot discoloration,1,1.0,0.0,1.0,0.0
10684,bilat leg redness,1,1.0,0.0,1.0,0.0
10685,lethargy after chemo,1,1.0,0.0,1.0,0.0
10686,low hemaglobin,1,1.0,0.0,1.0,0.0
10687,fever sob,1,1.0,0.0,1.0,0.0
10688,head bleed intibutaed,1,1.0,0.0,1.0,0.0
10689,penile infection,1,1.0,0.0,1.0,0.0
10690,r foot pain /swelling,1,1.0,0.0,1.0,0.0
10691,left foot pain post op,1,1.0,0.0,1.0,0.0
10692,elev creatinine,1,1.0,0.0,1.0,0.0
10693,trigger to rm 20,1,1.0,0.0,1.0,0.0
10694,weakness/falling,1,1.0,0.0,1.0,0.0
10695,transfer from urgent care,1,1.0,0.0,1.0,0.0
10696,ear swelling,1,1.0,0.0,1.0,0.0
10697,lle infx,1,1.0,0.0,1.0,0.0
10698,r posterior rib pain s/p fall,1,1.0,0.0,1.0,0.0
10699,sob  af,1,1.0,0.0,1.0,0.0
10700,painful hernia,1,1.0,0.0,1.0,0.0
10701,balance off,1,1.0,0.0,1.0,0.0
10702,l ulnar fx,1,1.0,0.0,1.0,0.0
10703,cyanotic finger,1,1.0,0.0,1.0,0.0
10704,groin irritation,1,1.0,0.0,1.0,0.0
10705,cns mass,1,1.0,0.0,1.0,0.0
10706,vicodan overdose,1,1.0,0.0,1.0,0.0
10707,+renal infarct,1,1.0,0.0,1.0,0.0
10708,dialysis catheter pulled out,1,1.0,0.0,1.0,0.0
10709,r hip   pain,1,1.0,0.0,1.0,0.0
10710,s/p fall 20 ft,1,1.0,0.0,1.0,0.0
10711,"diahrrea,aki",1,1.0,0.0,1.0,0.0
10712,visual changes ,1,1.0,0.0,1.0,0.0
10713,respirtory arrest,1,1.0,0.0,1.0,0.0
10714,intubated/post cardiac arrest,1,1.0,0.0,1.0,0.0
10715,requesting admit,1,1.0,0.0,1.0,0.0
10716,blood infection,1,1.0,0.0,1.0,0.0
10717,r/o pyleo,1,1.0,0.0,1.0,0.0
10718,l forearm pain,1,1.0,0.0,1.0,0.0
10719,low bun/cr,1,1.0,0.0,1.0,0.0
10720,seeking eval/help,1,1.0,0.0,1.0,0.0
10721,+ blood culture today,1,1.0,0.0,1.0,0.0
10722,peripancreatic hematoma,1,1.0,0.0,1.0,0.0
10723,r/o thrush,1,1.0,0.0,1.0,0.0
10724,threatening behavior  ___,1,1.0,0.0,1.0,0.0
10725,n/ abd pain,1,1.0,0.0,1.0,0.0
10726,swollen legs /pain,1,1.0,0.0,1.0,0.0
10727,s/p tachy,1,1.0,0.0,1.0,0.0
10728,shaking/swollen liver,1,1.0,0.0,1.0,0.0
10729,pregnancy,1,1.0,0.0,1.0,0.0
10730,r/o pleural effussion,1,1.0,0.0,1.0,0.0
10731,r finger wound eval,1,1.0,0.0,1.0,0.0
10732,eu critical/mca,1,1.0,0.0,1.0,0.0
10733,fever/altered mental status,1,1.0,0.0,1.0,0.0
10734,n/v/d/ abd pain,1,1.0,0.0,1.0,0.0
10735,cp and back pain,1,1.0,0.0,1.0,0.0
10736,positive flu,1,1.0,0.0,1.0,0.0
10737,body rash/pain,1,1.0,0.0,1.0,0.0
10738,steak in throat,1,1.0,0.0,1.0,0.0
10739,desending paralysis,1,1.0,0.0,1.0,0.0
10740,gsw left leg,1,1.0,0.0,1.0,0.0
10741,perforated intestine,1,1.0,0.0,1.0,0.0
10742,s/p  hysterectomy,1,1.0,0.0,1.0,0.0
10743,headache abnormal head ct.,1,1.0,0.0,1.0,0.0
10744,abd pain + cbd stone,1,1.0,0.0,1.0,0.0
10745,transfer /seizure,1,1.0,0.0,1.0,0.0
10746,l arm tremor,1,1.0,0.0,1.0,0.0
10747,l ankle fracture,1,1.0,0.0,1.0,0.0
10748,word finding difficulty episode,1,1.0,0.0,1.0,0.0
10749,fever tachy,1,1.0,0.0,1.0,0.0
10750,appe rupture,1,1.0,0.0,1.0,0.0
10751,groin injury,1,1.0,0.0,1.0,0.0
10752,fever/?neutropenia,1,1.0,0.0,1.0,0.0
10753,abnormnal labs,1,1.0,0.0,1.0,0.0
10754,anemia/le edema,1,1.0,0.0,1.0,0.0
10755,rapid heartbeat ,1,1.0,0.0,1.0,0.0
10756,substernal pain,1,1.0,0.0,1.0,0.0
10757,needs stress test,1,1.0,0.0,1.0,0.0
10758,hypoxia/fatigue,1,1.0,0.0,1.0,0.0
10759,"dizzy,confusion",1,1.0,0.0,1.0,0.0
10760,"hyperglycemia ,pain",1,1.0,0.0,1.0,0.0
10761,psychotic break,1,1.0,0.0,1.0,0.0
10762,? spinal fluid leak,1,1.0,0.0,1.0,0.0
10763,right foot injury,1,1.0,0.0,1.0,0.0
10764,dialysis fistula clogged,1,1.0,0.0,1.0,0.0
10765,wants help,1,1.0,0.0,1.0,0.0
10766,confused/spacey,1,1.0,0.0,1.0,0.0
10767,right foot pain/ulcer,1,1.0,0.0,1.0,0.0
10768,"vomiting,syncope",1,1.0,0.0,1.0,0.0
10769,liver biopsy,1,1.0,0.0,1.0,0.0
10770,"head,cp",1,1.0,0.0,1.0,0.0
10771,abnormal cxr/shunt eval,1,1.0,0.0,1.0,0.0
10772,a/o x3,1,1.0,0.0,1.0,0.0
10773,swollen face,1,1.0,0.0,1.0,0.0
10774,cellulitis r arm,1,1.0,0.0,1.0,0.0
10775,s/p fall- head bleed,1,1.0,0.0,1.0,0.0
10776,foot pain/rash,1,1.0,0.0,1.0,0.0
10777,neck swelling/hoarse,1,1.0,0.0,1.0,0.0
10778,"fatigue,",1,1.0,0.0,1.0,0.0
10779,neck fracture,1,1.0,0.0,1.0,0.0
10780,"pancreatitis pain,transfer",1,1.0,0.0,1.0,0.0
10781,vomiting blood ,1,1.0,0.0,1.0,0.0
10782,advil pm od,1,1.0,0.0,1.0,0.0
10783,dizzieness/ sob,1,1.0,0.0,1.0,0.0
10784,chest pain x3 days,1,1.0,0.0,1.0,0.0
10785,asymptomatic htn,1,1.0,0.0,1.0,0.0
10786,pain at nephrostomy tube,1,1.0,0.0,1.0,0.0
10787,chest wall redness,1,1.0,0.0,1.0,0.0
10788,?crepitus in neck,1,1.0,0.0,1.0,0.0
10789,manic/aggitated,1,1.0,0.0,1.0,0.0
10790,si  ,1,1.0,0.0,1.0,0.0
10791,abdomional pain,1,1.0,0.0,1.0,0.0
10792,vascular occlussion,1,1.0,0.0,1.0,0.0
10793,"malaise,ha",1,1.0,0.0,1.0,0.0
10794,argumentative,1,1.0,0.0,1.0,0.0
10795,bilat infiltrates,1,1.0,0.0,1.0,0.0
10796,r side  abd pain,1,1.0,0.0,1.0,0.0
10797,"abd pain ,uti s/s",1,1.0,0.0,1.0,0.0
10798,cp/throat pain,1,1.0,0.0,1.0,0.0
10799,r femoral neck fracture,1,1.0,0.0,1.0,0.0
10800,elev dilantin level,1,1.0,0.0,1.0,0.0
10801,post -op,1,1.0,0.0,1.0,0.0
10802,fever/leg wounds,1,1.0,0.0,1.0,0.0
10803,laceration of mouth,1,1.0,0.0,1.0,0.0
10804,"altered mental status,intubated",1,1.0,0.0,1.0,0.0
10805,urinary retnetion,1,1.0,0.0,1.0,0.0
10806,gallbladder pain/stone ,1,1.0,0.0,1.0,0.0
10807,sepis,1,1.0,0.0,1.0,0.0
10808,left hand/arm swelling,1,1.0,0.0,1.0,0.0
10809,coke colored urine,1,1.0,0.0,1.0,0.0
10810,ha/back pain/n/v/d,1,1.0,0.0,1.0,0.0
10811,20'fall,1,1.0,0.0,1.0,0.0
10812,confusion ? sz,1,1.0,0.0,1.0,0.0
10813,dia,1,1.0,0.0,1.0,0.0
10814,bells palsy,1,1.0,0.0,1.0,0.0
10815,fall of bike,1,1.0,0.0,1.0,0.0
10816,r elbow cellulitis,1,1.0,0.0,1.0,0.0
10817,leg and face swelling,1,1.0,0.0,1.0,0.0
10818,worst h/a of life,1,1.0,0.0,1.0,0.0
10819,mvc head bleed facial fx,1,1.0,0.0,1.0,0.0
10820,facial injuries,1,1.0,0.0,1.0,0.0
10821,chills/fever,1,1.0,0.0,1.0,0.0
10822,dyspnea/abdominal pain,1,1.0,0.0,1.0,0.0
10823,gb attack,1,1.0,0.0,1.0,0.0
10824,cp/syncope,1,1.0,0.0,1.0,0.0
10825,dislodged dialysis cath ,1,1.0,0.0,1.0,0.0
10826,hypoglycemia resolved,1,1.0,0.0,1.0,0.0
10827,total body edema,1,1.0,0.0,1.0,0.0
10828,left foot abscess/redness,1,1.0,0.0,1.0,0.0
10829,congested/leg swelling ,1,1.0,0.0,1.0,0.0
10830,elbow eval,1,1.0,0.0,1.0,0.0
10831,? acute chole,1,1.0,0.0,1.0,0.0
10832,skin pain,1,1.0,0.0,1.0,0.0
10833,left eye pain s/p mechanical fall,1,1.0,0.0,1.0,0.0
10834,needs readmit,1,1.0,0.0,1.0,0.0
10835,social services,1,1.0,0.0,1.0,0.0
10836,decreased stoma output,1,1.0,0.0,1.0,0.0
10837,bilat pe's ,1,1.0,0.0,1.0,0.0
10838,mandible fx right fibula fx,1,1.0,0.0,1.0,0.0
10839,+trop- transfer,1,1.0,0.0,1.0,0.0
10840,fatigue/dehydration?,1,1.0,0.0,1.0,0.0
10841,jp drain eval,1,1.0,0.0,1.0,0.0
10842,b/l breast pain,1,1.0,0.0,1.0,0.0
10843,abd trauma,1,1.0,0.0,1.0,0.0
10844,___/ depression/si,1,1.0,0.0,1.0,0.0
10845,?polymyocitis,1,1.0,0.0,1.0,0.0
10846,incisional drainage,1,1.0,0.0,1.0,0.0
10847,s/p fall/dizziness,1,1.0,0.0,1.0,0.0
10848,hemomorhagic stroke,1,1.0,0.0,1.0,0.0
10849,low heart rate.,1,1.0,0.0,1.0,0.0
10850,general weakness/cp,1,1.0,0.0,1.0,0.0
10851,? of pain,1,1.0,0.0,1.0,0.0
10852,abdnormal labs,1,1.0,0.0,1.0,0.0
10853,hemorrhagic cva,1,1.0,0.0,1.0,0.0
10854,unresponsive episodes,1,1.0,0.0,1.0,0.0
10855,bil le paralysis,1,1.0,0.0,1.0,0.0
10856,new o2 requirement,1,1.0,0.0,1.0,0.0
10857,15 ft fall-trauma,1,1.0,0.0,1.0,0.0
10858,neck infection,1,1.0,0.0,1.0,0.0
10859,sub acute cva,1,1.0,0.0,1.0,0.0
10860,back /neck pain,1,1.0,0.0,1.0,0.0
10861,ah/seizures,1,1.0,0.0,1.0,0.0
10862, abd and cp,1,1.0,0.0,1.0,0.0
10863,double vision l eye,1,1.0,0.0,1.0,0.0
10864,for ultrasound,1,1.0,0.0,1.0,0.0
10865,right arm numbness/double vision,1,1.0,0.0,1.0,0.0
10866,weakness/ body pain,1,1.0,0.0,1.0,0.0
10867,fatigued/dehydrated,1,1.0,0.0,1.0,0.0
10868,luq nodule,1,1.0,0.0,1.0,0.0
10869,n/v/diaphoretic/afib,1,1.0,0.0,1.0,0.0
10870,cerebral anerysm,1,1.0,0.0,1.0,0.0
10871,blisters to body,1,1.0,0.0,1.0,0.0
10872,right heel fx,1,1.0,0.0,1.0,0.0
10873,choking incident,1,1.0,0.0,1.0,0.0
10874,diarrhea/abd cramping,1,1.0,0.0,1.0,0.0
10875,sah intubated,1,1.0,0.0,1.0,0.0
10876,septic right ankle,1,1.0,0.0,1.0,0.0
10877,sat 86%,1,1.0,0.0,1.0,0.0
10878,blood loss ,1,1.0,0.0,1.0,0.0
10879,fevers/neck pain,1,1.0,0.0,1.0,0.0
10880,1st time sz,1,1.0,0.0,1.0,0.0
